id,name,category,specialises_in,address,area,area_detail,city,country,price_tier,price_guide,access,instagram,website,materials,occasions,multiple_locations,status,note,last_reviewed
dong-dong-sai-gon,Dòng Dòng Sài Gòn,Tailoring & áo dài,,"Workshop, Nguyễn Hữu Cảnh",Bình Thạnh,Bình Thạnh,Ho Chi Minh City,Vietnam,premium,,by appointment,https://instagram.com/dongdongsg,,circular,,,recorded,One-of-one bags from salvaged truck tarps — a great client gift.,2026-08-28
sh-silk-embroidery,SH Silk Embroidery,Tailoring & áo dài,,114A/12 Trần Quốc Toản,D3,D3,Ho Chi Minh City,Vietnam,premium,,by appointment,,,,event,,recorded,True hand-embroidered (thêu tay) áo dài & dresses.,2026-08-28
mangii-custom-shoes,ManGii Custom Shoes,Tailoring & áo dài,,228 Lê Thánh Tôn,D1,D1,Ho Chi Minh City,Vietnam,premium,,walk-in store,,,,,,recorded,Handmade custom leather shoes incl. women's; ~800k–3M/pair.,2026-08-28
dung-tailor,Dung Tailor,Tailoring & áo dài,,221 Lê Thánh Tôn,D1,D1,Ho Chi Minh City,Vietnam,mid,,walk-in store,,,,,,recorded,The classic “copy this garment exactly” shop; can finish in <3 days.,2026-08-28
maydo-saigon,Maydo Saigon,Tailoring & áo dài,,"1F, 130 Pasteur",D1,D1,Ho Chi Minh City,Vietnam,premium,,by appointment,,,,event; bday,,recorded,Best recent reviews for women's eveningwear made-to-measure.,2026-08-28
duan-tailor,Duan Tailor,Tailoring & áo dài,,465A Điện Biên Phủ,D3,D3,Ho Chi Minh City,Vietnam,premium,,by appointment,,,,event,,recorded,Heritage bespoke + áo dài; 24–48h express line.,2026-08-28
a-dong-silk,A Dong Silk,Tailoring & áo dài,,23C Lê Văn Miến,Thủ Đức,Thủ Đức · Thảo Điền,Ho Chi Minh City,Vietnam,mid,,walk-in store,,,,,,recorded,The famous Hội An tailor's Saigon branch; dresses ~$40–150.,2026-08-28
olaben,Olaben,Activewear,,"1M Đường số 10, Thảo Điền + 35 Nguyễn Trãi",Thảo Điền / D1,Thảo Điền / D1,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/olaben.official,,,,,recorded,VN's flagship premium activewear; the Thảo Điền store has its own yoga/Reformer studio.,2026-08-28
eql-apparel,EQL Apparel,Activewear,,46 Võ Thị Sáu,D1/D3 edge,D1/D3 edge,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/eql.apparel,,,,,recorded,Saigon-born studio-to-street; also a Six Senses Côn Đảo boutique.,2026-08-28
fitme,Fitme,Activewear,,308–310 Xô Viết Nghệ Tĩnh,Bình Thạnh,Bình Thạnh,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/fitme.sportswearvn,,,,,recorded,Owns its factory; “second-skin” fabrics.,2026-08-28
the-gioi-do-tap,Thế Giới Đồ Tập,Activewear,,thegioidotap.vn locator,Nationwide,Nationwide · 20+,Ho Chi Minh City,Vietnam,mid,,walk-in store,,,,,,recorded,Biggest local activewear chain (house brands ICADO/PAVO).,2026-08-28
shamdi,Shamdi,Activewear,,217 Lê Văn Sỹ,Phú Nhuận,Phú Nhuận,Ho Chi Minh City,Vietnam,mid,,walk-in store,,,,,,recorded,"Lifetime product warranty; also Đà Nẵng, Nha Trang.",2026-08-28
supersports,Supersports,Activewear,,Crescent Mall + 92–94 Nam Kỳ Khởi Nghĩa,D7 / D1,D7 / D1,Ho Chi Minh City,Vietnam,premium,,walk-in store,,,,,,recorded,Authorized route to On Running & HOKA.,2026-08-28
rebn,REBN,Activewear,,rebnofficial.com,Online,Online,Ho Chi Minh City,Vietnam,premium,,online only,https://instagram.com/rebnofficial,,,,,recorded,"Best online-only local pick; minimalist, cut for VN proportions.",2026-08-28
uv100,UV100,Activewear,Sun protection,46 Nguyễn Bỉnh Khiêm (D1) + 645 Nguyễn Đình Chiểu (D3),D1 / D3,D1 / D3,Ho Chi Minh City,Vietnam,mid,,walk-in store,,,,,yes,confirm-first,"ARPANSA-certified UPF 50+ — the measurable one. Taiwanese, distributed by Smarttex.",2026-08-28
hinlet,Hinlet,Activewear,Sun protection,340D Hoàng Văn Thụ,Tân Bình,Tân Bình,Ho Chi Minh City,Vietnam,mid,,walk-in store,,,,,,confirm-first,Sun-resistant fashion since 2016.,2026-08-28
momiu,MOMIU,Activewear,Sun protection,299 Thoại Ngọc Hầu,Tân Phú,Tân Phú,Ho Chi Minh City,Vietnam,mid,,walk-in store,,,,,,confirm-first,The beloved local sun-jacket house.,2026-08-28
tokyolife,TokyoLife,Activewear,Sun protection,683A Âu Cơ,Tân Phú,Tân Phú,Ho Chi Minh City,Vietnam,mid,,walk-in store,,,,,,confirm-first,"Japanese-tech UV “SunStop” shirts, UPF 50+ claimed. Also 73/4b Lê Văn Khương, D12 (outside the mapped zones).",2026-08-28
seeson,SEESON,Accessories,Eyewear,199 Điện Biên Phủ,D3,D3 · Xuân Hòa,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/seesonvn,,,,,recorded,VN's leading frame designer; flagship has in-house optometry + café.,2026-08-28
the-purists-club,The Purists Club,Accessories,Eyewear,"2F, 80 Lý Tự Trọng",D1,D1,Ho Chi Minh City,Vietnam,luxury,,walk-in store,https://instagram.com/tpceyewear,,,,,recorded,"Collector-grade eyewear: Jacques Marie Mage, Kuboraum, Matsuda…",2026-08-28
ananas,Ananas,Accessories,Shoes,386/4 Lê Văn Sỹ + 41 Đặng Thị Nhu +2,D3 / D1 / Bình Thạnh,D3 / D1 / Bình Thạnh,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/ananasvn,,,,,recorded,VN's top vulcanized-sneaker brand.,2026-08-28
shondo,Shondo,Accessories,Shoes,203 Hai Bà Trưng + 66 Nguyễn Trãi,D3 / D5,D3 / D5 · 13+ stores,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/shondo.official,,,,,recorded,Gen-Z sandals/sneakers/clogs.,2026-08-28
vascara,Vascara,Accessories,Shoes,Flagship 375–377 Nguyễn Đình Chiểu,Nationwide,Nationwide · 120+,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/vascara.official,,,,,recorded,Polished women's work-wardrobe shoes & bags.,2026-08-28
juno,Juno,Accessories,Shoes,248 Phan Đình Phùng + 360 Hai Bà Trưng,Nationwide,Nationwide · 90+,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/juno.vn,,,,,recorded,Seedcom-backed; fast design turnover.,2026-08-28
cnes-shoemaker,CNES Shoemaker,Accessories,Shoes,75 Trần Đình Xu + 206 Lê Lai,D1 / Tân Bình,D1 / Tân Bình,Ho Chi Minh City,Vietnam,luxury,,walk-in store,https://instagram.com/cnes_shoemaker,,,,,recorded,Goodyear-welted + bespoke since 1994; mostly men's.,2026-08-28
chautfifth,Chautfifth,Accessories,Bags,288A7 Nam Kỳ Khởi Nghĩa,D3,D3,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/chautfifth,,,,,recorded,Handcrafted structured handbags — the local designer-bag name of the moment.,2026-08-28
curnon,Curnon,Accessories,Watches,348 Lê Văn Sỹ,D3,D3 · Nhiêu Lộc,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/curnon.official,,,,,recorded,VN's first homegrown fashion-watch brand (2016).,2026-08-28
shimmer-silver,Shimmer Silver,Accessories,Jewelry,128 Lê Lai,D1,D1 · Bến Thành,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/shimmersilverjewelry,,,,,recorded,Handmade silver + natural gemstones; VN motifs.,2026-08-28
ame-jewellery,AME Jewellery,Accessories,Jewelry,15F Vincom Center Đồng Khởi,D1,D1 · Đồng Khởi,Ho Chi Minh City,Vietnam,luxury,,by appointment,https://instagram.com/amejewelleryofficial,,,,,recorded,"Bespoke gold/diamonds/pearls, by appointment; ships to 26 countries.",2026-08-28
floralpunk,Floralpunk,Accessories,Jewelry,31–33 Thạch Thị Thanh,D1,D1 · Tân Định,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/floralpunk,,,,,recorded,"Julia Đoàn's cult accessories label — jewelry, bags, eyewear.",2026-08-28
lace-lingerie-lover,Lace Lingerie Lover,Lingerie & intimates,,48 Trần Quang Diệu,D3,D3 · P.14,Ho Chi Minh City,Vietnam,premium,170–350k₫,walk-in store,https://instagram.com/lace.lingerielover,,,,,confirm-first,"Handmade since 2018 and the name most clients already know — lace, embroidered mesh, ribbon straps; 227k on IG, ships worldwide. ☎ 090 691 3207. Its own posts have shown a door at 51 Trần Quang Diệu and older lists give 249 Huỳnh Văn Bánh (Phú Nhuận) — the strip is small, but confirm the number on IG before you go.",2026-08-28
the-clothe,The Clothé,Lingerie & intimates,,6D1 Phan Kế Bính,D1,D1 · Đa Kao,Ho Chi Minh City,Vietnam,premium,300–500k₫,walk-in store,https://instagram.com/theclothe,https://theclothe.vn/,cotton; linen; silk,,yes,confirm-first,"Designed-lingerie house since 2015 — bralettes, push-ups and briefs in lace, cotton, linen and silk. 11:00–21:00; orders also run through Shopee and Facebook. The older 339/58B Lê Văn Sỹ (D3) door still shows on listings.",2026-08-28
fragile-spine,Fragile Spine,Lingerie & intimates,,"Rm 34, 3F, 26 Lý Tự Trọng",D1,D1 · Bến Nghé,Ho Chi Minh City,Vietnam,premium,,by appointment,,https://www.facebook.com/FragileSpine/,,,,confirm-first,"Elegant handmade lingerie line since 2014, up in the 26 Lý Tự Trọng apartment block (the New Playground building). Facebook-led — message before you climb.",2026-08-28
pur-braslove,PUR. Braslove,Lingerie & intimates,,36 Trần Huy Liệu,Phú Nhuận,Phú Nhuận,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/pur.braslove,https://purbraslove.com/,,,,recorded,"Handmade bralettes in light fabrics, plus a small rail of imported names. Fits and advises on body type rather than just selling a size. 10:00–21:00.",2026-08-28
bralette-s-house,Bralette's House,Lingerie & intimates,,351/24 Lê Văn Sỹ,D3,D3 · P.13,Ho Chi Minh City,Vietnam,mid,,walk-in store,,https://bralettehousevn.com/,,,,confirm-first,"Vietnamese-made end to end — fabric, cut and QC in house; creative cuts, lace panels and embroidery. 9:00–21:00.",2026-08-28
cornpink-house,CornPink House,Lingerie & intimates,,318/65 Phạm Văn Hai + 11/23 Phan Huy Ôn (Bình Thạnh) + 417/24A Quang Trung (Gò Vấp),Tân Bình,Tân Bình,Ho Chi Minh City,Vietnam,mid,50–400k₫,by appointment,,https://cornpinkhouse.vn/,,,yes,confirm-first,"Self-designed and hand-sewn sets at the softest prices in the city. Three home-studio doors down alleys — message first, don't just turn up.",2026-08-28
mustoto,Mustoto,Lingerie & intimates,,"31 Đường 27A, P. Bình Trưng",Thủ Đức,Thủ Đức · Bình Trưng,Ho Chi Minh City,Vietnam,mid,,walk-in store,,https://mustoto.com/,tencel,,,confirm-first,"Wire-free bras and loungewear in Lyocell — ask for the Easy Lyocell line. Studio hours 8:00–17:00, so it's a morning stop; the 187 Nguyễn Đình Chiểu (D3) address on listicles is stale.",2026-08-28
sexy-forever,Sexy Forever,Lingerie & intimates,,291 Võ Văn Tần + 119 Lê Văn Sỹ (Phú Nhuận) + 205 Phan Đình Phùng,D3,D3 · P.5,Ho Chi Minh City,Vietnam,mid,,walk-in store,,https://sexyforever.vn/,,,yes,recorded,"Handmade lace sets and lace sleepwear, restocked constantly, with cup runs past the usual local S/M/L. 9:00–22:00.",2026-08-28
lamluy,Lamluy,Lingerie & intimates,,274/10 Nguyễn Văn Đậu + 41/4 Calmette (D1),Bình Thạnh,Bình Thạnh,Ho Chi Minh City,Vietnam,mid,,walk-in store,,,cotton,,yes,confirm-first,"Cotton-first designer lingerie for younger frames, 8:00–22:00. The lamluy.vn site was down when I checked in Aug 2026 — confirm on Facebook it's still trading before making the trip.",2026-08-28
seti-house,Seti House,Lingerie & intimates,,14 Nguyễn Hữu Cầu + 599 Cách Mạng Tháng 8 (Q10),D1,D1 · Đa Kao,Ho Chi Minh City,Vietnam,mid,,walk-in store,,,,,yes,confirm-first,Bralettes by the wall — plain everyday cuts through to themed seasonal drops. Facebook-led; ring ahead.,2026-08-28
linari,Linari,Lingerie & intimates,,A3 Nguyễn Thần Hiến,Q4,Q4 · P.18,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/linari.88,,,,,confirm-first,"Bralette specialist off the tourist grid, run through Instagram; frequent buy-a-bra-get-a-brief promos. Q4 is a short bridge hop from D1.",2026-08-28
thong-tha-lingerie,Thong Thả Lingerie,Lingerie & intimates,,Instagram DM — no published shop door,Online,Online · SGN,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/thongtha.lingerie,,,,,confirm-first,"Saigon IG lingerie studio, 10:00–21:00 by message. ☎ 07 6747 0109.",2026-08-28
daphale-studios,Daphale Studios,Lingerie & intimates,Lingerie line,272C Pasteur + 22 Đặng Thị Nhu + B1 Vincom Đồng Khởi,D1 / D3,D1 / D3,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/daphalestudios,,,,yes,recorded,"Thảo Nhi Lê's house runs a lacy lingerie line beside the RTW — the easiest designer lingerie to buy in a proper store, and it ships worldwide. Same doors as the womenswear listing.",2026-08-28
lace-the-label,Lace The Label,Lingerie & intimates,,Instagram / Facebook orders,Hanoi,Hanoi,Hanoi,Vietnam,mid,,online only,https://instagram.com/lace.thelabel,,,,,confirm-first,"Handmade basic bralettes, made in Vietnam. Hanoi-based — nationwide shipping; DM about overseas.",2026-08-28
corele-v,Corèle V.,Lingerie & intimates,,10B Cách Mạng Tháng 8 + Crescent Mall (D7) + Vincom Thảo Điền,D1,D1 · Bến Thành,Ho Chi Minh City,Vietnam,luxury,,walk-in store,,https://corele-v.com/,,,yes,confirm-first,French house (Corèle International) that opened its first Vietnam store in 2017 — the upmarket fitting alternative to Wacoal. ☎ 0932 665 523.,2026-08-28
triumph,Triumph,Lingerie & intimates,,44 Ba Tháng Hai (Q10) + counters in most malls,Nationwide,Nationwide · mall counters,Ho Chi Minh City,Vietnam,premium,,walk-in store,,https://vn.triumph.com/,,,yes,recorded,European heritage brand (est. 1922). Not a discovery — but dependable band-and-cup sizing when a local label only has S/M/L.,2026-08-28
pandemos,Pandemos,Lingerie & intimates,,205 Lý Tự Trọng + L2 Takashimaya + Vincom Thảo Điền + SC VivoCity,D1,D1 · Bến Thành,Ho Chi Minh City,Vietnam,luxury,,sold via a stockist or hub,,https://pandemos.vn/,,,yes,recorded,"Multi-brand lingerie retailer — Guy Laroche Lingerie, AnneBra and other imported labels under one roof. One stop to try several fits. ☎ 0943 405 353.",2026-08-28
vera,Vera,Lingerie & intimates,,500 Cách Mạng Tháng 8,D3,D3 · P.11,Ho Chi Minh City,Vietnam,mid,,walk-in store,,,,,yes,confirm-first,"Vietnam's best-known homegrown lingerie label (Sonkim) — conservative cuts, wide size run, sold in department stores nationwide.",2026-08-28
ibasic,iBasic,Lingerie & intimates,,"L3 Saigon Centre, 94–96 Nam Kỳ Khởi Nghĩa + 403–405 Nguyễn Đình Chiểu (D3)",D1 / D3,D1 / D3 · 15 stores,Ho Chi Minh City,Vietnam,mid,,walk-in store,,https://ibasicvietnam.com/,,,yes,confirm-first,"The everyday basics chain, women's and men's — cheap, everywhere, and fine for filler in a bulk order. Fibre content varies by line; ask rather than assume cotton.",2026-08-28
ladali,Ladali,Lingerie & intimates,,80 Lê Văn Sỹ,Phú Nhuận,Phú Nhuận,Ho Chi Minh City,Vietnam,mid,,walk-in store,,https://ladali.vn/,,,,confirm-first,Trend-led young lingerie with gift-worthy packaging. 9:00–22:00.,2026-08-28
bom-sister,Bom Sister,Lingerie & intimates,,422 Võ Văn Tần,D3,D3 · P.5,Ho Chi Minh City,Vietnam,mid,38–148k₫,walk-in store,,https://bomsister.vn/,,,yes,confirm-first,"Fixed-price budget racks — bralettes around 88k₫. Same Võ Văn Tần block as Sexy Forever, so the two pair on one walk.",2026-08-28
vincy-homewear,VINCY Homewear,Sleepwear,,"248 Hai Bà Trưng, P. Tân Định, Q.1",D1,D1 · Tân Định,Ho Chi Minh City,Vietnam,mid,sets ~240–740k₫,walk-in store,,https://vincy.com.vn/,cotton,,,recorded,"Cotton/kate/tole homewear chain, 6 HCMC stores — skip the satin lines, buy the cotton. Hotline 7:00–21:30.",2026-08-28
onoff,ONOFF,Sleepwear,,366 Hai Bà Trưng,D1,D1 · Tân Định,Ho Chi Minh City,Vietnam,mid,,walk-in store,,https://onoff.vn/,cotton,,,confirm-first,"Cotton-first underwear & homewear chain (est. 2005) — sleepwear for women and men; 8 HCMC-area stores, live locator at onoff.vn.",2026-08-28
mialala,Mialala,Lingerie & intimates,,"192 Cách Mạng Tháng 8, P.10, Q.3",D3,D3,Ho Chi Minh City,Vietnam,premium,,walk-in store,,https://mialala.vn/,cotton,,,confirm-first,"Lingerie + sleepwear house, 54 stores nationwide — ask for the cotton and đũi pieces; the “lụa” sets are synthetic satin.",2026-08-28
metiseko,Metiseko,Sleepwear,Silk & lounge line,"157 Đồng Khởi, P. Bến Nghé, Q.1",D1,D1 · Bến Nghé,Ho Chi Minh City,Vietnam,luxury,,walk-in store,,https://metiseko.com/,cotton; silk,,,recorded,"Mulberry silk + organic cotton, printed in-house — kimonos, robes and silk camisoles for tropical lounging. Same Đồng Khởi door as the resort-wear boutique. Daily 8:30–21:30.",2026-08-28
catherine-denoual-maison,Catherine Denoual Maison,Sleepwear,,"38 Lý Tự Trọng, Q.1",D1,D1 · Bến Nghé,Ho Chi Minh City,Vietnam,luxury,linen 1.25–3.13M₫ · silk 1.95–5.73M₫,walk-in store,,https://www.catherinedenoual.com/,linen; silk,,,recorded,"Saigon linen house — stone-washed linen & silk pyjamas, kimonos, nightdresses; the city's best sleep fabrics. +84 28 3823 9394.",2026-08-28
wacoal,Wacoal,Lingerie & intimates,Bra fitting,"L2 Takashimaya, 65 Lê Lợi + 232 Hai Bà Trưng (Tân Định)",D1,D1 · Bến Nghé,Ho Chi Minh City,Vietnam,luxury,,walk-in store,,https://wacoal.com.vn/,,,yes,recorded,"The most reliable bra fitting in the city — a real Japanese sizing service, 8 HCMC-area counters. Nightdresses and sleep sets sit alongside the lingerie core, so it doubles as a sleepwear stop.",2026-08-28
tricia-and-verona,Tricia & Verona,Sleepwear,,"37 Đông Du, Q.1",D1,D1 · Đông Du,Ho Chi Minh City,Vietnam,couture,,by appointment,,https://triciaandverona.com/,silk; cotton,,,recorded,Family bespoke house opposite the Sheraton — made-to-measure silk/cotton PJ sets in your fabric; email sales@triciaandverona.com first.,2026-08-28
thomas-nguyen-tailor,Thomas Nguyen Tailor,Sleepwear,,"445/2/2G Quang Trung, P.10, Gò Vấp",Gò Vấp,Gò Vấp,Ho Chi Minh City,Vietnam,couture,,by appointment,,https://thomasnguyentailor.com/,,,,confirm-first,Bespoke house since 2012 — treat pyjamas as a custom shirt-and-trouser commission in your fabric; alterations up to 3 years.,2026-08-28
mira-emb,Mira Emb,Womenswear,,135 Lê Duẩn,Hanoi,Hanoi,Hanoi,Vietnam,premium,,walk-in store,https://instagram.com/mira.emb,,,,,recorded,Handmade embroidery.,2026-08-28
germe,Gèrme,Womenswear,,188 Bà Triệu + 237 Cầu Giấy + 73 Tràng Thi,Hanoi,Hanoi · 3 stores,Hanoi,Vietnam,premium,,walk-in store,https://instagram.com/germe.vn,,,,,recorded,9:00–22:00; freeship nationwide.,2026-08-28
ce-ce,CE CE,Womenswear,,115B6 (verify) Phạm Ngọc Thạch,Hanoi,Hanoi · Đống Đa,Hanoi,Vietnam,premium,,walk-in store,https://instagram.com/ce.ce_studio,,,,,recorded,“More value than you expect.” Made in VN.,2026-08-28
happy-hahaha-studio,Happy Hahaha Studio,Womenswear,,14B1 Lý Nam Đế,Hanoi,Hanoi · Hoàn Kiếm,Hanoi,Vietnam,mid,,walk-in store,https://instagram.com/happyhahahastudio,,,,,recorded,Own designs + China/Korea in-stock mix.,2026-08-28
striped-t,Striped T,Womenswear,,"105B Thanh Bình, Hà Nội",Hanoi,Hanoi,Hanoi,Vietnam,mid,,walk-in store,https://instagram.com/striped.t,,,,,recorded,Worldwide shipping; confirm district.,2026-08-28
josephine-hanoi,Josephine (Hanoi),Womenswear,,275 Phố Huế,Hanoi,Hanoi · Hai Bà Trưng,Hanoi,Vietnam,premium,,walk-in store,https://instagram.com/josephineofficial.vn,,,,,recorded,Hanoi branch of the D1 label.,2026-08-28
lan-huong-fashion-house,Lan Hương Fashion House,Tailoring & áo dài,,18 Âu Cơ,Hanoi,Hanoi · Tây Hồ,Hanoi,Vietnam,couture,,by appointment,,,,event,,recorded,"Áo dài haute couture in a 1,300 m² colonial villa; state-event pieces.",2026-08-28
tan-my-design,Tan My Design,Tailoring & áo dài,,61 Hàng Gai,Hanoi,Hanoi · Hoàn Kiếm,Hanoi,Vietnam,premium,,walk-in store,,,silk,,,recorded,4-generation hand embroidery + silk tailoring since 1969.,2026-08-28
kilomet109,Kilomet109,Luxury,,"Studio, appointment only",Hanoi,Hanoi · appt,Hanoi,Vietnam,couture,,by appointment,https://instagram.com/kilomet109,,hemp; cotton,event,,recorded,Seed-to-garment eco couture; VN's most internationally cited slow-fashion designer.,2026-08-28
chats-by-c-dam,CHATS by C.DAM,Luxury,,47 Mai Hắc Đế,Hanoi,Hanoi · Hai Bà Trưng,Hanoi,Vietnam,couture,,walk-in store,https://instagram.com/chatsbycdam,,,event,,recorded,Architectural couture; dressed Esther Yu at Cannes 2026.,2026-08-28
hoang-minh-ha,Hoàng Minh Hà,Luxury,,Atelier by appointment,Hanoi,Hanoi · appt,Hanoi,Vietnam,couture,,by appointment,https://instagram.com/hoangminhha__,,,event,,recorded,Haute-couture incl. áo dài; opened Aquafina VIFW FW2022.,2026-08-28
ha-linh-thu,Hà Linh Thu,Luxury,,"59 Ngô Tất Tố, Bình Thạnh (HCMC) + Hanoi atelier",Bình Thạnh + Hanoi,Bình Thạnh + Hanoi,Ho Chi Minh City,Vietnam,couture,,by appointment,https://instagram.com/halinhthu,,silk,event,,recorded,Hand-crafted silk “wearable art”; one of Hanoi's longest-running couture houses.,2026-08-28
tran-hung,Trần Hùng,Luxury,,"383 Nguyễn Duy Trinh, Thủ Đức (HCMC) + Hanoi",Thủ Đức + Hanoi,Thủ Đức + Hanoi,Ho Chi Minh City,Vietnam,luxury,,walk-in store,https://instagram.com/tranhungofficial,,,event,,recorded,First Vietnamese London Fashion Week member; 12+ LFW collections.,2026-08-28
phan-dang-hoang,Phan Đăng Hoàng,Luxury,,"36 Đặng Thị Nhu, D1 — single-source",D1,D1 · Milan (verify),Ho Chi Minh City,Vietnam,couture,,by appointment,https://instagram.com/_phandanghoang_,,,event,,recorded,First Vietnamese brand on the Milan Fashion Week runway; Forbes 30U30.,2026-08-28
dimo,Dimo,Womenswear,,"Home atelier, online",Đà Nẵng,Đà Nẵng,Vietnam,Vietnam,mid,,online only,https://instagram.com/dimo.foru,,,,,recorded,“Tiệm may nhà làm.”,2026-08-28
shu-shi,Shu Shi,Womenswear,,60 Nguyễn Thị Minh Khai,Buôn Ma Thuột,Buôn Ma Thuột,Vietnam,Vietnam,mid,,walk-in store,https://instagram.com/shushi_clothing,,linen,,,recorded,Linen; IG ~35% below Shopee.,2026-08-28
mayhem,Mayhem,Vintage,,136/1 Lê Thánh Tôn,D1,D1 · Bến Thành,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/mayhem.saigon,,circular,,,recorded,"Saigon's vintage pioneer — Japan-sourced racks, strong tailoring-era pieces. 10:00–21:00.",2026-08-28
maintwo,Maintwo,Vintage,,156/4B Lý Tự Trọng,D1,D1 · Bến Thành,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/maintwosg,,circular,,,recorded,Y2K & '90s streetwear vintage since 2016 — hidden-alley shop. 10:00–21:00; worldwide shipping.,2026-08-28
hebe-vintage,Hebe Vintage,Vintage,,"2F backstairs, 42 Tôn Thất Thiệp",D1,D1 · Bến Nghé,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/hebevintage,,circular,,,recorded,"Handpicked one-offs — denim maxis, Y2K; inside the 42 TTT thrift mall.",2026-08-28
the-normal,The Normal,Vintage,,52 Nguyễn Bá Huân,Thảo Điền,Thảo Điền,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/thenormal_thriftshop,,circular,,,recorded,"Curated women's thrift — casual, feminine, retro; shoes-off fitting room. 10:00–20:00 daily.",2026-08-28
2-abnormal,2.abnormal,Vintage,,"407/8 Lê Văn Sỹ, P.12",D3,D3 · Lê Văn Sỹ,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/2.abnormal,,circular,,,recorded,Reworked vintage + handmade accessories; worldwide shipping.,2026-08-28
cho-ban-co-do-si,Chợ Bàn Cờ đồ si,Vintage,,"Bàn Cờ & hẻm 664 Nguyễn Đình Chiểu, P.3",D3,D3 · Bàn Cờ,Ho Chi Minh City,Vietnam,none,,walk-in store,,,circular,,,confirm-first,"Classic đồ si alley market — dig-for-it secondhand piles. Go morning, bargain gently.",2026-08-28
nhat-tao-secondhand-shops,Nhật Tảo secondhand shops,Vintage,,"Nhật Tảo street, P.7",Q10,Q10 · Nhật Tảo,Ho Chi Minh City,Vietnam,none,,walk-in store,,,circular,,,confirm-first,"A strip of đồ si houses; quality varies rack to rack — a hunting ground, not a boutique.",2026-08-28
rue-miche-l-edition,Rue Miche L'Édition,Market,,"Union Square B3, 171 Đồng Khởi",D1,D1 · Đồng Khởi,Ho Chi Minh City,Vietnam,none,,walk-in store,https://instagram.com/ruemiche,,,,,recorded,"SE Asia's largest multi-brand local-fashion store: 4,728 m², 120+ VN brands + rotating pop-ups. 10:00–21:30.",2026-08-28
the-new-playground,The New Playground,Market,,26 Lý Tự Trọng,D1,D1 · Bến Nghé,Ho Chi Minh City,Vietnam,none,,walk-in store,https://instagram.com/thenewplayground,,,,,recorded,Underground concept mall — 50+ local streetwear brands; seasonal events.,2026-08-28
hello-weekend-market,Hello Weekend Market,Market,,"Usually Hoa Lư Stadium, 2–4 Đinh Tiên Hoàng",D1,D1 · roams,Ho Chi Minh City,Vietnam,none,,pop-up,https://instagram.com/helloweekendmarket,,,,,recorded,HCMC's biggest youth fashion fair since 2013; check IG for the weekend venue.,2026-08-28
the-box-market,The Box Market,Market,,125 Hai Bà Trưng + Lê Lai,D1,D1,Ho Chi Minh City,Vietnam,none,,pop-up,,,circular,,,recorded,"Curated indie: young fashion, handmade accessories, vintage.",2026-08-28
saigon-flea-market,Saigon Flea Market,Market,,Boomerang Bistro,D7,D7 · Phú Mỹ Hưng,Ho Chi Minh City,Vietnam,none,,pop-up,,,circular,,,recorded,1st & 3rd Sunday; handmade + vintage pioneer market.,2026-08-28
saigon-vintage-market,Saigon Vintage Market,Market,,Recent: Bloq Saigon,Roams,Roams,Ho Chi Minh City,Vietnam,none,,pop-up,,,circular,,,recorded,Curated vintage/preloved — a stylist favourite.,2026-08-28
saigon-urban-flea,Saigon Urban Flea,Market,,"Saigon Outcast, 188/1 Nguyễn Văn Hưởng",Thảo Điền,Thảo Điền,Ho Chi Minh City,Vietnam,none,,pop-up,,,circular,,,recorded,Vintage/secondhand + artisan craft + workshops.,2026-08-28
thiso-mall-pop-ups,Thiso Mall pop-ups,Market,,10 Mai Chí Thọ,Thủ Thiêm,Thủ Thiêm,Ho Chi Minh City,Vietnam,none,,pop-up,,,,,,recorded,Rotating short brand pop-ups; check the current lineup.,2026-08-28
ononmm,OnOnMM ®,Womenswear,,1C Lê Thị Riêng,D1,D1 · Bến Thành,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/ononmm.monde,,,,,recorded,Established minimalist label. 9:00–21:30.,2026-08-28
